"","S.Open","S.High","S.Low","S.Close","S.Volume","S.Adjusted"
"518",3.13,3.19,3.08,3.13,52588000,3.13
"519",3.15,3.26,3.1,3.26,44875400,3.26
"520",3.32,3.33,3.19,3.26,59980000,3.26
"521",3.26,3.45,3.25,3.4,78118200,3.4
"522",3.42,3.48,3.4,3.47,27022000,3.47
"523",3.47,3.48,3.29,3.31,41950200,3.31
"524",3.29,3.31,3.21,3.29,28605100,3.29
"525",3.29,3.29,3.2,3.21,29131500,3.21
"526",3.26,3.31,3.15,3.19,38435800,3.19
"527",3.2,3.27,3.18,3.23,31071600,3.23
"528",3.21,3.24,3.15,3.2,23285400,3.2
"529",3.23,3.35,3.23,3.33,27483100,3.33
"530",3.3,3.49,3.29,3.46,60706500,3.46
"531",3.6,3.71,3.48,3.65,99099800,3.65
"532",3.65,3.71,3.61,3.66,50309500,3.66
"533",3.73,3.73,3.68,3.71,44486600,3.71
"534",3.68,3.72,3.62,3.66,34075800,3.66
"535",3.53,3.6,3.41,3.57,50646500,3.57
"536",3.62,3.63,3.4,3.45,43769900,3.45
"537",3.45,3.5,3.31,3.37,58805200,3.37
"538",3.9,4.12,3.77,4.05,304924600,4.05
"539",4.07,4.43,4.07,4.31,169930000,4.31
"540",4.49,4.51,4.36,4.51,126773500,4.51
"541",4.57,4.6,4.35,4.36,124908400,4.36
"542",4.39,4.43,4.32,4.32,59716100,4.32
"543",4.29,4.34,4,4.29,63582200,4.29
"544",4.34,4.39,4.25,4.27,37615800,4.27
"545",4.36,4.37,4.27,4.34,32303900,4.34
"546",4.37,4.37,4.27,4.31,21685800,4.31
"547",4.28,4.63,4.26,4.61,72807900,4.61
"548",4.64,4.96,4.62,4.8,153781500,4.8
"549",4.81,4.95,4.71,4.92,71051200,4.92
"550",5.04,5.09,4.94,5.05,77893200,5.05
"551",5.08,5.1,4.95,4.99,62845700,4.99
"552",4.96,5.49,4.85,5.39,138158200,5.39
"553",5.35,5.38,5.05,5.15,107964800,5.15
"554",5.12,5.25,5.12,5.19,43931800,5.19
"555",5.16,5.19,4.96,5.11,57482700,5.11
"556",5.12,5.24,5.04,5.08,53921800,5.08
"557",5.09,5.13,4.88,4.88,81396000,4.88
"558",4.9,4.95,4.72,4.78,60544100,4.78
"559",4.72,4.93,4.71,4.89,43888500,4.89
"560",4.96,4.96,4.79,4.82,38542700,4.82
"561",4.8,4.91,4.79,4.85,31515300,4.85
"562",4.85,4.9,4.81,4.86,20649700,4.86
"563",4.83,4.93,4.77,4.83,39010800,4.83
"564",4.88,4.91,4.81,4.85,26794500,4.85
"565",4.85,4.88,4.8,4.8,29110800,4.8
"566",4.84,5,4.83,4.95,80833200,4.95
"567",5.04,5.07,4.9,4.96,64169200,4.96
"568",4.92,5.09,4.9,5.03,62176300,5.03
"569",5.13,5.3,5.11,5.15,78923500,5.15
"570",5.21,5.28,4.96,5,87979800,5
"571",5.04,5.12,4.97,5.1,51877700,5.1
"572",5.1,5.23,5.08,5.2,50180300,5.2
"573",5.26,5.35,5.18,5.26,55589900,5.26
"574",5.27,5.32,5.18,5.27,34909400,5.27
"575",5.21,5.3,5.15,5.19,37695200,5.19
"576",5.22,5.71,5.14,5.56,111667700,5.56
"577",5.56,5.57,5.33,5.44,71864500,5.44
"578",5.48,5.7,5.45,5.65,89383400,5.65
"579",5.59,5.75,5.5,5.7,48444400,5.7
"580",5.75,5.76,5.52,5.53,58751700,5.53
"581",5.48,5.52,5.38,5.46,45332900,5.46
"582",5.55,5.63,5.49,5.6,41760100,5.6
"583",5.56,5.68,5.48,5.52,56881000,5.52
"584",5.45,5.48,5.15,5.18,66041000,5.18
"585",5.21,5.21,4.81,4.9,184069400,4.9
"586",4.91,5.27,4.79,5.2,116773500,5.2
"587",5.02,5.21,4.92,5.09,117833200,5.09
"588",5.14,5.32,5.12,5.2,72162800,5.2
"589",5.13,5.19,5.08,5.09,38434800,5.09
"590",5.12,5.13,4.95,4.95,41268900,4.95
"591",5.08,5.13,4.9,5.04,52638400,5.04
"592",5.89,6.04,5.5,5.76,516977100,5.76
"593",5.58,5.85,5.57,5.73,133522900,5.73
"594",5.81,5.87,5.6,5.69,348785200,5.69
"595",5.76,5.85,5.67,5.69,182174300,5.69
"596",5.7,5.8,5.67,5.73,94914000,5.73
"597",5.74,5.82,5.73,5.78,139130500,5.78
"598",5.77,5.77,5.65,5.65,80791400,5.65
"599",5.68,5.7,5.61,5.68,38052900,5.68
"600",5.66,5.69,5.62,5.65,36431600,5.65
"601",5.66,5.69,5.6,5.62,57072100,5.62
"602",5.7,5.72,5.49,5.52,106805500,5.52
"603",5.45,5.56,5.37,5.49,58855300,5.49
"604",5.52,5.57,5.5,5.55,23867500,5.55
"605",5.52,5.65,5.5,5.61,35026500,5.61
"606",5.63,5.72,5.6,5.7,41497100,5.7
"607",5.65,5.75,5.61,5.75,35996200,5.75
"608",5.75,5.76,5.66,5.73,41947300,5.73
"609",5.68,5.71,5.62,5.62,36891100,5.62
"610",5.66,5.68,5.57,5.61,35926800,5.61
"611",5.56,5.6,5.51,5.55,43820300,5.55
"612",5.57,5.64,5.53,5.61,33129600,5.61
"613",5.57,5.63,5.56,5.58,20947600,5.58
"614",5.61,5.62,5.43,5.49,39214300,5.49
"615",5.46,5.6,5.45,5.54,30525200,5.54
"616",5.54,5.55,5.45,5.48,32828100,5.48
"617",5.53,5.58,5.49,5.55,20999700,5.55
"618",5.54,5.58,5.45,5.51,27573300,5.51
"619",5.51,5.59,5.49,5.58,27735900,5.58
"620",5.59,5.65,5.58,5.64,11212700,5.64
"621",5.61,5.64,5.58,5.62,23536100,5.62
"622",5.62,5.68,5.6,5.63,32667300,5.63
"623",5.61,5.7,5.6,5.7,24532300,5.7
"624",5.72,5.73,5.66,5.72,22521400,5.72
"625",5.74,5.74,5.66,5.73,33471000,5.73
"626",5.75,5.75,5.69,5.72,23602400,5.72
"627",5.71,5.74,5.68,5.68,28081800,5.68
"628",5.71,5.74,5.67,5.72,22941000,5.72
"629",5.71,5.76,5.7,5.73,27269300,5.73
"630",5.74,5.75,5.68,5.69,31591600,5.69
"631",5.67,5.7,5.65,5.66,13201000,5.66
"632",5.67,5.69,5.56,5.57,50317100,5.57
"633",5.58,5.66,5.48,5.66,48371000,5.66
"634",5.62,5.75,5.58,5.64,55940800,5.64
"635",5.62,5.65,5.54,5.55,23389400,5.55
"636",5.63,5.63,5.48,5.56,39043300,5.56
"637",5.55,5.56,5.45,5.53,37684600,5.53
"638",5.51,5.53,5.44,5.46,47335700,5.46
"639",5.46,5.51,5.45,5.48,46041000,5.48
"640",5.45,5.48,5.4,5.46,41919000,5.46
"641",5.4,5.51,5.4,5.5,8653800,5.5
"642",5.5,5.58,5.49,5.56,14724800,5.56
"643",5.56,5.62,5.54,5.62,28157400,5.62
"644",5.58,5.62,5.56,5.6,23838900,5.6
"645",5.56,5.83,5.55,5.67,30440600,5.67
"646",5.71,5.79,5.63,5.79,45194700,5.79
"647",5.76,5.83,5.72,5.82,36330000,5.82
"648",5.8,5.95,5.76,5.92,48283700,5.92
"649",5.88,5.97,5.86,5.96,20366000,5.96
"650",5.94,5.97,5.78,5.97,65518800,5.97
"651",5.82,5.91,5.77,5.88,66414000,5.88
"652",5.9,5.94,5.86,5.94,43963500,5.94
"653",5.93,5.96,5.86,5.92,67415000,5.92
"654",5.82,5.84,5.65,5.69,75136900,5.69
"655",5.68,5.69,5.54,5.62,53569400,5.62
"656",5.6,5.65,5.52,5.53,55854900,5.53
"657",5.55,5.65,5.54,5.63,40989300,5.63
"658",5.61,5.65,5.59,5.65,22572800,5.65
"659",5.63,5.67,5.57,5.66,16920100,5.66
"660",5.64,5.71,5.64,5.67,21019000,5.67
"661",5.68,5.7,5.64,5.67,21396900,5.67
"662",5.69,5.7,5.58,5.64,22947100,5.64
"663",5.63,5.63,5.54,5.56,49953900,5.56
"664",5.56,5.71,5.53,5.64,111682600,5.64
"665",5.58,5.69,5.56,5.65,67206700,5.65
"666",5.65,5.67,5.62,5.63,40023700,5.63
"667",5.64,5.73,5.63,5.69,59194700,5.69
"668",5.65,5.75,5.64,5.74,61969900,5.74
"669",5.7,5.72,5.66,5.71,23097100,5.71
"670",5.68,5.77,5.66,5.77,33427400,5.77
"671",5.72,5.79,5.67,5.74,85951500,5.74
"672",5.73,5.77,5.67,5.77,44887400,5.77
"673",5.74,5.8,5.71,5.79,17886500,5.79
"674",5.78,5.95,5.77,5.91,66026100,5.91
"675",5.89,5.91,5.83,5.86,23134600,5.86
"676",5.84,5.88,5.81,5.87,28939700,5.87
"677",5.91,5.92,5.85,5.91,34790500,5.91
"678",5.92,5.93,5.84,5.9,19292100,5.9
"679",5.87,5.88,5.79,5.79,24160900,5.79
"680",5.76,5.84,5.71,5.79,26503700,5.79
"681",5.82,5.83,5.77,5.82,20423200,5.82
"682",5.8,5.82,5.73,5.73,18637500,5.73
"683",5.75,5.8,5.72,5.78,21306800,5.78
"684",5.81,5.88,5.78,5.86,21005200,5.86
"685",5.85,5.87,5.8,5.8,16925300,5.8
"686",5.8,5.83,5.75,5.8,13975700,5.8
"687",5.78,5.86,5.77,5.83,15925200,5.83
"688",5.84,5.88,5.84,5.87,12470800,5.87
"689",5.88,5.92,5.86,5.87,22610400,5.87
"690",5.88,5.91,5.83,5.85,13156900,5.85
"691",5.87,5.9,5.82,5.88,15208100,5.88
"692",5.86,5.88,5.83,5.86,15562800,5.86
"693",5.85,5.94,5.84,5.92,23740100,5.92
"694",5.91,5.93,5.88,5.88,16995500,5.88
"695",5.91,5.91,5.86,5.86,20382100,5.86
"696",5.87,5.92,5.81,5.81,48777700,5.81
"697",5.8,5.92,5.79,5.87,28272600,5.87
"698",5.86,6.09,5.86,6.03,95334600,6.03
"699",6.01,6.11,5.99,6.03,40259700,6.03
"700",6,6.09,6,6.06,26739300,6.06
"701",6.06,6.22,6.05,6.14,57339100,6.14
"702",6.15,6.18,6.01,6.03,48355000,6.03
"703",6.05,6.13,6,6.05,46170900,6.05
"704",6.02,6.08,6,6.04,40177400,6.04
"705",6.06,6.21,6.05,6.21,53855800,6.21
"706",6.24,6.25,6.16,6.25,26939900,6.25
"707",6.25,6.27,6.21,6.23,23271900,6.23
"708",6.22,6.24,6.14,6.16,27388300,6.16
"709",6.15,6.24,6.12,6.21,22224000,6.21
"710",6.18,6.23,6.15,6.23,18090000,6.23
"711",6.23,6.33,6.22,6.3,26202100,6.3
"712",6.3,6.31,6.24,6.28,22467100,6.28
"713",6.3,6.3,6.24,6.25,34743500,6.25
"714",6.23,6.28,6.21,6.26,30008100,6.26
"715",6.21,6.27,6.16,6.22,46111300,6.22
"716",7.22,7.33,6.9,7.06,440739400,7.06
"717",7.14,7.22,7.09,7.2,126042700,7.2
"718",7.21,7.35,7.07,7.09,118818800,7.09
"719",7.12,7.21,7.1,7.19,87305400,7.19
"720",7.15,7.21,7.11,7.17,100017500,7.17
"721",7.17,7.2,7.13,7.17,44041200,7.17
"722",7.15,7.19,7.1,7.1,49242700,7.1
"723",7.11,7.19,7.01,7.09,118339400,7.09
"724",7.11,7.22,7.09,7.14,84298500,7.14
"725",7.17,7.2,7.12,7.12,78690200,7.12
"726",7.11,7.16,7.1,7.12,30246000,7.12
"727",7.16,7.16,7.02,7.05,89107600,7.05
"728",7.07,7.12,7.05,7.06,43015000,7.06
"729",7.08,7.11,7.06,7.1,50399500,7.1
"730",7.1,7.16,7.09,7.15,45420800,7.15
"731",7.15,7.2,7.13,7.2,22711700,7.2
"732",7.21,7.28,7.2,7.22,41990600,7.22
"733",7.24,7.32,7.23,7.32,27134800,7.32
"734",7.38,7.4,7.32,7.35,72035500,7.35
"735",7.39,7.4,7.33,7.36,45749500,7.36
"736",7.32,7.33,7.16,7.18,77025900,7.18
"737",7.2,7.27,7.17,7.26,53199600,7.26
"738",7.26,7.34,7.22,7.25,43159800,7.25
"739",7.27,7.35,7.26,7.28,60024800,7.28
"740",7.3,7.35,7.25,7.32,40015700,7.32
"741",7.32,7.37,7.25,7.29,36573200,7.29
"742",7.39,7.4,7.34,7.39,33968100,7.39
"743",7.38,7.39,7.27,7.3,25078300,7.3
"744",7.26,7.37,7.25,7.31,18629500,7.31
"745",7.31,7.38,7.3,7.33,19595500,7.33
"746",7.32,7.36,7.26,7.27,30583800,7.27
"747",7.3,7.31,7.23,7.28,20680800,7.28
"748",7.23,7.37,7.2,7.34,61031000,7.34
"749",7.31,7.5,7.25,7.3,86904400,7.3
"750",7.3,7.34,7.21,7.22,38100600,7.22
"751",7.24,7.37,7.21,7.26,43955500,7.26
"752",7.28,7.29,7.18,7.2,42791500,7.2
"753",7.22,7.34,7.19,7.34,26864300,7.34
"754",7.35,7.37,7.18,7.24,55162900,7.24
"755",7.22,7.26,7.17,7.18,38020200,7.18
"756",7.34,7.41,7.31,7.35,234233900,7.35
"757",7.41,7.41,7.33,7.35,44834800,7.35
"758",7.34,7.41,7.3,7.32,75516500,7.32
"759",7.3,7.35,7.3,7.32,16676200,7.32
"760",7.34,7.34,7.15,7.22,48712600,7.22
"761",7.21,7.34,7.17,7.32,74095000,7.32
"762",7.08,7.16,7,7,171576200,7
"763",7.01,7.17,6.97,7.07,104444700,7.07
"764",6.96,7.04,6.92,6.97,143661700,6.97
"765",6.99,7.01,6.83,6.86,112984200,6.86
"766",6.92,7.01,6.84,6.88,120420800,6.88
"767",6.89,6.99,6.87,6.97,120912000,6.97
"768",6.97,7.01,6.94,6.98,36923400,6.98
"769",6.99,7.08,6.96,7.02,117216400,7.02
"770",7,7.1,7,7.07,42895300,7.07
"771",7.06,7.15,7.05,7.15,49754300,7.15
"772",7.11,7.19,7.08,7.19,31773800,7.19
"773",7.19,7.21,7.1,7.16,36933000,7.16
"774",7.12,7.15,6.95,7.07,590526700,7.07
"775",7.15,7.18,7.06,7.06,108202700,7.06
"776",7.09,7.18,7.07,7.18,56994600,7.18
"777",6,6.31,5.91,6.28,40009800,6.28
"778",6.45,7.14,6.38,6.45,258055200,6.45
"779",6.64,6.75,6.47,6.72,43097300,6.72
"780",6.79,6.82,6.41,6.48,40198200,6.48
"781",6.46,6.48,6.2,6.25,64456300,6.25
"782",6.19,6.24,5.97,6.05,42165900,6.05
"783",6.01,6.14,6,6.07,23539600,6.07
"784",6.12,6.12,5.9,5.92,27979700,5.92
"785",5.95,5.96,5.61,5.85,45276500,5.85
"786",5.93,5.97,5.77,5.77,23980900,5.77
"787",5.8,5.84,5.7,5.82,16026200,5.82
"788",5.83,5.85,5.73,5.74,18111100,5.74
"789",5.8,5.84,5.65,5.74,19666800,5.74
"790",5.84,6.17,5.81,6.16,66848200,6.16
"791",6.13,6.17,5.96,5.96,32344400,5.96
"792",6.05,6.46,6,6.38,53852700,6.38
"793",6.41,6.77,6.4,6.67,42126800,6.67
"794",6.58,6.9,6.5,6.88,31059300,6.88
"795",6.9,7.04,6.89,6.97,43648500,6.97
"796",6.98,7.03,6.71,6.92,19844900,6.92
"797",6.95,6.98,6.8,6.94,12792400,6.94
"798",6.9,7.26,6.89,7.25,27076500,7.25
"799",7.21,7.21,7.04,7.11,13183000,7.11
"800",7.12,7.15,6.95,7.01,16162900,7.01
"801",7.07,7.1,6.96,7,11912100,7
"802",6.96,7.01,6.94,6.96,16386700,6.96
"803",6.95,7.04,6.91,6.92,16087100,6.92
"804",6.95,6.97,6.81,6.91,17064900,6.91
"805",6.89,6.98,6.89,6.97,9805700,6.97
"806",6.9,6.97,6.9,6.96,11752800,6.96
"807",6.95,7,6.9,6.92,6942200,6.92
"808",6.93,6.98,6.9,6.96,6136400,6.96
"809",6.93,6.98,6.89,6.91,8599100,6.91
"810",6.9,6.91,6.71,6.75,22131200,6.75
"811",6.69,6.74,6.65,6.66,13281900,6.66
"812",6.66,6.84,6.65,6.76,19073100,6.76
"813",6.82,6.82,6.54,6.71,15719900,6.71
"814",6.78,6.86,6.63,6.68,9261900,6.68
"815",6.66,6.72,6.58,6.65,9550600,6.65
"816",6.63,6.68,6.45,6.48,12664300,6.48
"817",6.57,6.57,6.4,6.47,14230000,6.47
"818",6.44,6.51,6.32,6.37,15189900,6.37
"819",6.38,6.42,6.26,6.33,28672600,6.33
"820",6.35,6.53,6.32,6.5,19568900,6.5
"821",6.42,6.83,6.42,6.69,24029000,6.69
"822",6.7,6.87,6.64,6.72,17339100,6.72
"823",6.74,6.83,6.61,6.64,15762100,6.64
"824",6.59,6.6,6.37,6.39,29793500,6.39
"825",6.37,6.45,6.25,6.44,24870300,6.44
"826",6.46,6.5,6.3,6.49,13184600,6.49
"827",6.48,6.49,6.18,6.26,28682200,6.26
"828",6.19,6.2,6.02,6.15,30035400,6.15
"829",6.14,6.24,6.05,6.19,12635500,6.19
"830",6.28,6.3,6.04,6.19,19995500,6.19
"831",6.18,6.33,6.18,6.3,11247900,6.3
"832",6.28,6.32,6.13,6.16,7341000,6.16
"833",6.09,6.27,6.04,6.22,19916300,6.22
"834",6.25,6.4,6.19,6.29,14919300,6.29
"835",6.26,6.35,6.22,6.35,9581400,6.35
"836",6.34,6.37,6.25,6.29,20216400,6.29
"837",6.29,6.44,6.26,6.44,10848500,6.44
"838",6.41,6.45,6.36,6.38,6762500,6.38
"839",6.38,6.43,6.11,6.13,19674700,6.13
"840",6.14,6.17,5.99,6,15925900,6
"841",6.04,6.08,5.92,5.97,23754400,5.97
"842",6.03,6.15,5.93,6,17832400,6
"843",6,6.09,6,6.03,8172900,6.03
"844",6.11,6.11,5.95,6.03,18542700,6.03
"845",6.1,6.35,6.09,6.3,23866000,6.3
"846",6.36,6.42,6.24,6.42,13360200,6.42
"847",6.46,6.55,6.3,6.4,15582400,6.4
"848",6.45,6.48,6.33,6.35,5440100,6.35
"849",6.39,6.46,6.3,6.39,10193700,6.39
"850",6.37,6.44,6.3,6.43,9675200,6.43
"851",6.39,6.53,6.36,6.52,13992900,6.52
"852",6.51,6.53,6.39,6.45,12522500,6.45
"853",6.48,6.68,6.46,6.61,21255800,6.61
"854",6.6,6.82,6.6,6.68,22954000,6.68
"855",6.76,7,6.41,6.93,52955100,6.93
"856",6.85,6.89,6.67,6.73,22001300,6.73
"857",6.73,6.87,6.73,6.87,13932700,6.87
"858",6.91,7.12,6.9,7.03,19481700,7.03
"859",7.07,7.36,6.9,7.19,49424900,7.19
"860",7.21,7.28,7.01,7.07,16777500,7.07
"861",7.09,7.12,6.81,6.99,18458100,6.99
"862",7,7.09,6.9,7.07,19935300,7.07
"863",7.09,7.09,6.94,6.98,7416500,6.98
"864",7.01,7.01,6.9,6.99,8642900,6.99
"865",6.94,7.06,6.93,7.06,6455600,7.06
"866",7.04,7.12,7,7.11,8674900,7.11
"867",7.1,7.43,7.07,7.42,22387600,7.42
"868",7.44,7.8,7.44,7.64,31637500,7.64
"869",7.67,7.69,7.44,7.49,11617700,7.49
"870",7.51,7.75,7.32,7.35,23069800,7.35
"871",7.37,8.19,7.36,7.95,43896000,7.95
"872",7.94,8.02,7.8,7.83,22482700,7.83
"873",7.78,7.88,7.66,7.82,9040700,7.82
"874",7.8,8.34,7.8,8.15,29810500,8.15
"875",8.27,8.47,8.13,8.36,13807700,8.36
"876",8.45,8.75,8.39,8.39,14733500,8.39
"877",8.3,8.38,8.05,8.2,16166000,8.2
"878",8.12,8.23,7.96,8.04,23796100,8.04
"879",8,8.12,7.81,7.95,18941100,7.95
"880",8.14,8.29,7.91,8,18852500,8
"881",8.02,8.07,7.87,7.89,18082700,7.89
"882",7.95,8.06,7.92,7.99,14513900,7.99
"883",7.94,7.98,7.83,7.98,17852900,7.98
"884",7.98,8.11,7.96,8.11,15242500,8.11
"885",8.13,8.17,7.99,8.15,16536200,8.15
"886",8.15,8.6,8.14,8.43,19442700,8.43
"887",8.68,8.88,8.16,8.31,36582900,8.31
"888",8.37,8.81,8.34,8.76,28911900,8.76
"889",8.72,8.99,8.67,8.95,22806400,8.95
"890",8.97,9.35,8.92,9.24,26770400,9.24
"891",9.39,9.87,9.39,9.86,42108900,9.86
"892",9.93,9.97,9.6,9.68,21853300,9.68
"893",9.68,9.73,9.55,9.66,9959200,9.66
"894",9.79,9.97,9.79,9.96,18323400,9.96
"895",10.17,11.47,10.14,10.79,50750000,10.79
"896",10.89,11,10.44,10.58,22530900,10.58
"897",10.65,10.85,10.53,10.75,12103100,10.75
"898",10.47,10.69,10.25,10.4,21180000,10.4
"899",10.03,10.16,9.73,9.94,25580700,9.94
"900",9.67,9.85,9.35,9.77,25470500,9.77
"901",9.76,10.19,9.72,9.87,17242500,9.87
"902",9.89,10.04,9.64,9.98,16259900,9.98
"903",9.88,9.88,9.33,9.42,34362700,9.42
"904",9.47,9.57,9.36,9.46,13895700,9.46
"905",9.36,9.4,9.01,9.09,14682800,9.09
"906",9.14,9.28,9.05,9.17,22453900,9.17
"907",9.18,9.31,9.08,9.08,12598600,9.08
"908",9.24,9.29,8.96,9.03,19218200,9.03
"909",9.23,9.25,8.93,8.97,24655600,8.97
"910",9.07,9.14,8.92,9.04,13309600,9.04
"911",9.1,9.13,9.05,9.07,12652700,9.07
"912",8.99,9.04,8.89,8.92,10185400,8.92
"913",8.87,8.92,8.37,8.4,21450200,8.4
"914",8.47,9.02,8.47,8.87,27742100,8.87
"915",8.91,9.01,8.86,8.86,13272900,8.86
"916",8.53,8.68,8.25,8.65,23988800,8.65
"917",8.73,8.77,8.35,8.39,13003800,8.39
"918",8.36,8.43,8.16,8.27,17300200,8.27
"919",8.19,8.32,7.81,7.85,25348300,7.85
"920",7.9,7.98,7.66,7.84,23047200,7.84
"921",7.76,8.73,7.42,8.5,58868600,8.5
"922",8.14,8.23,7.79,7.88,25992600,7.88
"923",7.91,8.18,7.91,8.02,15399100,8.02
"924",7.88,7.91,7.5,7.69,31528000,7.69
"925",8.24,8.32,7.78,7.9,44208300,7.9
"926",8.12,8.18,7.98,8.07,14977000,8.07
"927",7.99,8.53,7.97,8.41,32538100,8.41
"928",8.44,8.45,8.3,8.4,9386100,8.4
"929",8.4,8.43,8.14,8.2,15853600,8.2
"930",8.17,8.26,8.14,8.16,6943600,8.16
"931",8.12,8.29,8.12,8.27,8575900,8.27
"932",8.26,8.71,8.21,8.29,19060500,8.29
"933",8.33,8.54,8.32,8.4,14764000,8.4
"934",8.37,8.5,8.22,8.27,13309400,8.27
"935",8.27,8.42,8.15,8.39,12685800,8.39
"936",8.33,8.72,8.32,8.65,13711200,8.65
"937",8.66,8.77,8.53,8.74,14031400,8.74
"938",8.53,8.85,8.4,8.83,17599200,8.83
"939",8.99,9.22,8.95,9.19,22936300,9.19
"940",9.17,9.38,8.99,9.12,23398700,9.12
"941",9.16,9.25,8.74,8.88,19955800,8.88
"942",8.91,8.98,8.55,8.63,13817700,8.63
"943",8.52,8.73,8.4,8.71,18935800,8.71
"944",8.8,8.91,8.67,8.78,19419900,8.78
"945",8.72,8.81,8.66,8.78,12090300,8.78
"946",8.8,8.83,8.5,8.62,14774100,8.62
"947",8.56,8.86,8.47,8.78,16788400,8.78
"948",8.79,8.8,8.64,8.77,11364400,8.77
"949",8.78,8.85,8.65,8.68,11832400,8.68
"950",8.7,8.8,8.67,8.72,8735600,8.72
"951",8.71,9.14,8.68,9.1,17676500,9.1
"952",9.13,9.46,8.9,9.05,31569000,9.05
"953",9.15,9.21,8.84,9.11,11658100,9.11
"954",9.11,9.2,9,9.06,13796200,9.06
"955",9.12,9.3,8.95,8.97,12299400,8.97
"956",9.03,9.44,9.02,9.27,17867700,9.27
"957",9.27,9.35,9.12,9.29,12032800,9.29
"958",9.27,9.32,9.11,9.19,10347700,9.19
"959",9.24,9.6,9.14,9.57,14613800,9.57
"960",9.55,9.55,9.28,9.39,15210000,9.39
"961",9.43,9.57,9.32,9.4,13581100,9.4
"962",9.47,9.51,9.2,9.26,8236300,9.26
"963",9.19,9.22,8.8,8.84,22563600,8.84
"964",8.85,9.03,8.71,8.72,17316900,8.72
"965",8.79,9,8.75,8.8,14342400,8.8
"966",8.8,9.02,8.78,8.8,9937200,8.8
"967",8.76,8.77,8.15,8.25,20440200,8.25
"968",8.32,8.36,8.1,8.21,11689800,8.21
"969",8.2,8.23,7.84,8.09,19231200,8.09
"970",8.19,8.4,8.14,8.37,10983300,8.37
"971",8.34,8.69,8.34,8.52,9836700,8.52
"972",8.52,8.63,8.46,8.55,6633900,8.55
"973",8.6,8.85,8.55,8.59,9866200,8.59
"974",8.59,8.63,8.35,8.37,9847800,8.37
"975",8.47,8.48,8.02,8.06,17863400,8.06
"976",8.15,8.16,7.8,7.82,20716900,7.82
"977",7.85,7.95,7.38,7.43,33221500,7.43
"978",7.65,8.29,7.51,8.27,45585100,8.27
"979",8.2,8.59,8.07,8.5,26881400,8.5
"980",8.97,9.03,8.61,8.73,34210900,8.73
"981",8.69,8.71,8.39,8.7,14922100,8.7
"982",8.6,8.8,8.5,8.76,8326100,8.76
"983",8.72,8.79,8.66,8.68,8105400,8.68
"984",8.72,8.88,8.64,8.73,10323500,8.73
"985",8.72,8.94,8.66,8.77,12326200,8.77
"986",8.75,8.84,8.67,8.81,6847800,8.81
"987",8.83,9,8.78,8.97,12262700,8.97
"988",9,9.07,8.98,9.03,11185900,9.03
"989",9.02,9.11,8.94,8.99,11564200,8.99
"990",9.01,9.66,9,9.53,39373500,9.53
"991",9.43,9.57,8.98,9.01,23066700,9.01
"992",9.03,9.2,9.01,9.12,7366400,9.12
"993",9.1,9.13,8.95,8.99,11626100,8.99
"994",9,9.2,8.99,9.1,6937700,9.1
"995",9.1,9.2,8.96,9.06,12857400,9.06
"996",9.1,9.28,9.02,9.24,13108400,9.24
"997",9.25,9.34,9.15,9.23,10703200,9.23
"998",9.24,9.28,9.17,9.2,8606200,9.2
"999",9.39,9.76,9.35,9.44,19394200,9.44
"1000",9.43,9.63,9.38,9.55,16889700,9.55
"1001",9.52,9.75,9.49,9.71,11994800,9.71
"1002",9.65,9.66,9.4,9.5,11889700,9.5
"1003",9.43,9.59,9.35,9.4,12162700,9.4
"1004",9.56,9.57,8.88,9.02,39793500,9.02
"1005",9.04,9.13,8.76,8.78,28907300,8.78
"1006",8.85,8.88,8.66,8.77,12482400,8.77
"1007",8.93,8.96,8.77,8.84,12918400,8.84
"1008",8.78,8.87,8.7,8.75,8712700,8.75
"1009",8.72,8.8,8.49,8.59,10622600,8.59
"1010",8.58,8.89,8.56,8.73,12058800,8.73
"1011",8.69,8.71,8.5,8.61,8003900,8.61
"1012",8.59,8.73,8.56,8.64,9356400,8.64
"1013",8.6,8.71,8.41,8.52,9869800,8.52
"1014",8.55,8.61,8.38,8.46,10135600,8.46
"1015",8.5,8.56,8.23,8.41,17439700,8.41
"1016",8.45,8.47,8.31,8.36,8212000,8.36
"1017",8.39,8.42,8.19,8.24,11528900,8.24
"1018",8.22,8.67,8.22,8.54,15812400,8.54
"1019",8.49,8.53,8.34,8.41,6641100,8.41
"1020",8.4,8.54,8.4,8.51,11880500,8.51
"1021",8.54,8.65,8.45,8.53,8175800,8.53
"1022",8.55,8.65,8.45,8.53,9648300,8.53
"1023",8.5,8.59,8.46,8.48,8696900,8.48
"1024",8.52,8.6,8.48,8.6,3697300,8.6
"1025",8.59,8.63,8.49,8.5,4892100,8.5
"1026",8.48,8.51,8.32,8.32,6010900,8.32
"1027",8.38,8.47,8.29,8.41,5026400,8.41
"1028",8.33,8.38,8.21,8.25,7454500,8.25
"1029",8.28,8.68,8.25,8.55,23843900,8.55
"1030",8.59,8.62,8.38,8.44,9469900,8.44
"1031",8.42,8.42,7.98,8.11,22006800,8.11
"1032",8.15,8.21,8.07,8.14,10047200,8.14
"1033",8.12,8.15,7.94,8,9367800,8
"1034",8.01,8.01,7.83,7.9,24156000,7.9
"1035",7.91,7.93,7.62,7.67,12643600,7.67
